company_name,city,state,pin_code,company_type,contact_number,company_website
 Usha Motor  ,Purnea,Bihar,854301, Industry Top, (06454) 9431230549  7765086510,Website Not Found
 US Agrawal & Company  ,Varanasi,UttarPradesh,221010, SMEs, (0542) 2220868,Website Not Found
 Urs Kar Service Centre Pvt Ltd  ,Mysore,Karnataka,570017, Industry Top, (0821) 4005300,Website Not Found
 Urban Bikes  ,NewDelhi,Delhi,110015, Industry Top, (011) 49350700,Website Not Found
 Uppal Motors Pvt Ltd  ,Noida,UttarPradesh,201301, Industry Top, (0120) 4287530,Website Not Found
" UP Automobiles , Roorkee  ",Roorkee,Uttaranchal,247667, Industry Top, (01332) 272841,Website Not Found
 UP Automobiles  ,Haridwar,Uttaranchal,249407, SMEs, (01334) 228654  9837032343,Website Not Found
 UP Automobiles  ,Roorkee,Uttaranchal,247667, Industry Top, (01332) 272841,Website Not Found
 UP Auto Hero  ,Haridwar,Uttaranchal,249403, Industry Top, (01334) 224238,"<a href=""http://www.upautohero.heromotocorpdealers.com""  target=""_blank"">www.upautohero.heromotocorpdealers.com</a>"
 Unnati Motors  ,Nagpur,Maharashtra,440026, Industry Top, (0712) 6602721,"<a href=""http://www.unnatimotors.com""  target=""_blank"">www.unnatimotors.com</a>"
" Unnati Bajaj, Guwahati  ",Guwahati,Assam,781029, SMEs, (0361) 8811080011,Website Not Found
 Unnao Motors  ,Unnao,UttarPradesh,209831, SMEs, (0515) 8090777771,Website Not Found
 Universal Wire Forms  ,Mumbai,Maharashtra,400086, SMEs, (022) 25007310,"<a href=""http://www.universalwireforms.com""  target=""_blank"">www.universalwireforms.com</a>"
 Universal Products Pvt Ltd  ,Bangalore,Karnataka,560010, SMEs, (080) 23400927   23384400,"<a href=""http://www.universalproducts.in""  target=""_blank"">www.universalproducts.in</a>"
 Universal Motors  ,Amritsar,Punjab,143001, SMEs, (0183) 6507777,"<a href=""http://universalmotors.in""  target=""_blank"">universalmotors.in</a>"
 Unity Hyundai.  ,NewDelhi,Delhi,110088, Industry Top, (011) 9643332012,"<a href=""http://www.unityhyundai.com""  target=""_blank"">www.unityhyundai.com</a>"
 Unity Hyundai  ,NewDelhi,Delhi,110085, Industry Top, (011) 71789976  9643332012,"<a href=""http://www.unityhyundai.com""  target=""_blank"">www.unityhyundai.com</a>"
 Unity Gauge and Tool Co Pvt Ltd  ,Pune,Maharashtra,411026, SMEs, (020) 27120345  27120455,"<a href=""http://www.unitygroup.co.in""  target=""_blank"">www.unitygroup.co.in</a>"
" United Toyota, Udupi  ",Udupi,Karnataka,574118, Industry Top, (0820) 2532377,"<a href=""http://www.unitedtoyota-mangalore.com""  target=""_blank"">www.unitedtoyota-mangalore.com</a>"
" United Toyota, Mangalore.  ",Mangalore,Karnataka,575007, Industry Top, (0824) 2276639,"<a href=""http://www.unitedtoyota-mangalore.com""  target=""_blank"">www.unitedtoyota-mangalore.com</a>"
 United Toyota  ,Mangalore,Karnataka,575003, SMEs, (0824) 2493767,"<a href=""http://www.unitedtoyota-mangalore.com""  target=""_blank"">www.unitedtoyota-mangalore.com</a>"
 United Motors  ,Gorakhpur,UttarPradesh,273001, SMEs, (0551) 9919533253,Website Not Found
 United Harley Davidson  ,Lucknow,UttarPradesh,226610, SMEs, (0522) 4066936,Website Not Found
 Unitech Machines Ltd(UM Group) ,Gurgaon,Haryana,122002, India's 501-1000, (0124) 4326444,"<a href=""http://www.unitechmachines.com""  target=""_blank"">www.unitechmachines.com</a>"
 Unique Spares & Automobiles  ,Sonepat,Haryana,131028, SMEs, (0130) 9810004611  9136795875,"<a href=""http://www.bimetalbush.com""  target=""_blank"">www.bimetalbush.com</a>"
 Unique Motors  ,Batala,Punjab,143505, Industry Top, (01871) 246677  9814306677,"<a href=""http://www.uniquemotorshero.heromotocorpdealers.com""  target=""_blank"">www.uniquemotorshero.heromotocorpdealers.com</a>"
 Unique Industries  ,Chandigarh,Chandigarh,160002, SMEs, (0172) 2652802,Website Not Found
 Unique Automobiles (Kop) Pvt Ltd (Volkswagen)  ,Kolhapur,Maharashtra,416122, SMEs, (0231) 2461516  2461517,Website Not Found
 Unique Automobiles India Pvt Ltd  ,Kolhapur,Maharashtra,416005, Industry Top, (0231) 2537775  2536533,Website Not Found
 Unipunch Toolings Pvt Ltd  ,Chennai,TamilNadu,600058, SMEs, (044) 26252348,"<a href=""http://www.unipunch.in""  target=""_blank"">www.unipunch.in</a>"
 Unipres India Pvt Ltd  ,Kancheepuram,TamilNadu,603109, MNC, (044) 37176000,"<a href=""http://www.unipres.co.jp""  target=""_blank"">www.unipres.co.jp</a>"
 Uniparts India Ltd  ,Noida,UttarPradesh,201301, Industry Top, (0120) 4581400,"<a href=""http://www.unipartsgroup.com""  target=""_blank"">www.unipartsgroup.com</a>"
" Union Motors, Jamshedpur  ",Jamshedpur,Jharkhand,831001, SMEs, (0657) 3200022  3200044,Website Not Found
 Union Motorcycle  ,Chaibasa,Jharkhand,833201, SMEs, (06582) 9431300520 9334644260,Website Not Found
 Union Hyundai  ,Jamshedpur,Jharkhand,831018, SMEs, (0657) 2362066  2362077,Website Not Found
" Union Bikes, Jamshedpur  ",Jamshedpur,Jharkhand,831001, Industry Top, (0657) 2428944,Website Not Found
 UMS Technologies Ltd  ,Coimbatore,TamilNadu,641018, SMEs, (0422) 2243439  2243440,"<a href=""http://www.umstech.in""  target=""_blank"">www.umstech.in</a>"
 Umiya Automobiles  ,Mehsana,Gujarat,384002, SMEs, (02762) 255028,Website Not Found
 Umc Auto Industries Pvt Ltd  ,Mumbai,Maharashtra,400099, SMEs, (022) 42144214   28327732,"<a href=""http://www.umcauto.com""  target=""_blank"">www.umcauto.com</a>"
 Umasons Auto Compo Pvt Ltd  ,Aurangabad,Maharashtra,431136, Industry Top, (0240) 6610447,"<a href=""http://www.umasons.com""  target=""_blank"">www.umasons.com</a>"
 Umang Motors Pvt Ltd  ,NewDelhi,Delhi,110034, SMEs, (011) 27029991,Website Not Found
 Uma Motors Pvt Ltd  ,Mathura,UttarPradesh,281004, SMEs, (0565) 3981500,Website Not Found
 Uma Bike Zone  ,NewDelhi,Delhi,110019, SMEs, (011) 46107475,Website Not Found
 UM Cars Pvt Ltd  ,Bangalore,Karnataka,560008, SMEs, (080) 9900060504,"<a href=""http://www.umcars.net""  target=""_blank"">www.umcars.net</a>"
" Ultimate Hyundai, Chandigarh  ",Chandigarh,Chandigarh,160002, Industry Top, (0172) 5023508,Website Not Found
 Ultimate Hyundai  ,Panchkula,Haryana,134109, SMEs, (0172) 8054777834 5021000,"<a href=""http://www.ultimate.hyundaimotor.in""  target=""_blank"">www.ultimate.hyundaimotor.in</a>"
 Ukay Metal Industries Pvt Ltd  ,Nashik,Maharashtra,422010, Industry Top, (0253) 6629481  6623772,Website Not Found
 Uday Auto Link Pvt Ltd  ,Ahmedabad,Gujarat,382345, SMEs, (079) 9687677233,Website Not Found
 Udan Automotive Company LLP  ,Vasai,Maharashtra,401202, SMEs, (0250) 9766261333  9561466579,Website Not Found
 UCAM Pvt Ltd  ,Bangalore,Karnataka,560058, SMEs, (080) 40744777,"<a href=""http://www.ucamind.com""  target=""_blank"">www.ucamind.com</a>"
 Ucal Polymer Industries Ltd  ,Puducherry(Pondicherry),TamilNadu,605009, SMEs, (0413) 4211500,"<a href=""http://www.ucalpolymer.com""  target=""_blank"">www.ucalpolymer.com</a>"
 Ucal Fuel Systems Ltd  ,Chennai,TamilNadu,600002, Industry Top, (044) 42208100,"<a href=""http://www.ucalfuel.com""  target=""_blank"">www.ucalfuel.com</a>"
 Ucal Exports Pvt Ltd  ,Chennai,TamilNadu,600002, SMEs, (044) 28601610   42208213,Website Not Found
 U & T Tractor Hydraulic Industries  ,Jodhpur(W),Rajasthan,342012, SMEs, (02931) 281674  6536463,"<a href=""http://www.uttractorhyd.com""  target=""_blank"">www.uttractorhyd.com</a>"
 Txlene Forge Pvt Ltd  ,Ludhiana,Punjab,141123, SMEs, (0161) 2848045  2848015,"<a href=""http://www.txforge.com""  target=""_blank"">www.txforge.com</a>"
 Two Rivers Harley Davidson  ,Pune,Maharashtra,411028, Industry Top, (020) 9881100022,Website Not Found
 Twin City Motors  ,Khanna,Punjab,141401, SMEs, (01765) 505300,"<a href=""http://www.twincityhero.heromotocorpdealers.com""  target=""_blank"">www.twincityhero.heromotocorpdealers.com</a>"
 TVS Srichakra Ltd ,Madurai,TamilNadu,625122, India's 501-1000, (0452) 2532116  2443300,"<a href=""http://www.tvstyres.com""  target=""_blank"">www.tvstyres.com</a>"
 TVS Motor Company Ltd ,Hosur,TamilNadu,635109, India's Top 500, (04344) 276780,"<a href=""http://www.tvsmotor.in""  target=""_blank"">www.tvsmotor.in</a>"
" TV Sundaram Iyenger & Sons Ltd, Salem  ",Salem,TamilNadu,636009, Industry Top, (0427) 2352169  2351785,"<a href=""http://www.tvs.in""  target=""_blank"">www.tvs.in</a>"
" TV Sundaram Iyenger & Sons Ltd, Madurai  ",Madurai,TamilNadu,625001, Industry Top, (0452) 2356395  9994398101,"<a href=""http://www.tvs.in""  target=""_blank"">www.tvs.in</a>"
 TV Sundaram Iyenger & Sons Ltd  ,Tirupur,TamilNadu,641605, Industry Top, (0421) 2218125  2218135,"<a href=""http://www.tvs.in""  target=""_blank"">www.tvs.in</a>"
" Tusker Harley Davidson, Lavelle Road  ",Bangalore,Karnataka,560001, SMEs, (080) 41487676  49497676,Website Not Found
 Turbo Energy Pvt Ltd ,Chennai,TamilNadu,600028, Industry Top, (044) 27425707  27425706,"<a href=""http://www.turboenergy.co.in""  target=""_blank"">www.turboenergy.co.in</a>"
 Turbo Automotives Pvt Ltd  ,Vijayawada,AndhraPradesh,521108, Industry Top, (0866) 9298505555,Website Not Found
 Tulsi Bajaj  ,CharkhiDadri,Haryana,127306, Industry Top, (01250) 9813075475,Website Not Found
 TRW Sun Steering Wheels Pvt Ltd  ,Gurgaon,Haryana,122015, Industry Top, (0124) 4558500  2343002,Website Not Found
 Triumph Motors  ,NewDelhi,Delhi,110052, SMEs, (011) 47444666,Website Not Found
 Triumph Auto Pvt Ltd  ,Faridabad,Haryana,121001, Industry Top, (0129) 4188800,Website Not Found
 Triton Valves Ltd  ,Bangalore,Karnataka,560042, Industry Top, (080) 25588965 25588966,"<a href=""http://www.tritonvalves.com""  target=""_blank"">www.tritonvalves.com</a>"
 Tristar Auto Agencies Pvt Ltd  ,Rajamundry,AndhraPradesh,533106, Industry Top, (0883) 2431400,"<a href=""http://www.tristarford.net""  target=""_blank"">www.tristarford.net</a>"
 Trio Motors Pvt Ltd  ,Shirol,Maharashtra,416145, Industry Top, (02322) 252200  252299,Website Not Found
 Trinity Auto Engineering Pvt. Ltd.  ,Vasai,Maharashtra,401210, SMEs, (0250) 2391486,"<a href=""http://www.trinityautorub.com""  target=""_blank"">www.trinityautorub.com</a>"
 Trimurti Autobody  ,Mumbai,Maharashtra,400012, SMEs, (022) 24704159,Website Not Found
 Trident International Pvt Ltd  ,Pune,Maharashtra,411040, SMEs, (020) 71199100,"<a href=""http://www.trident-intl.com""  target=""_blank"">www.trident-intl.com</a>"
 Trident Hyundai  ,Bangalore,Karnataka,560003, Industry Top, (080) 9844266876,"<a href=""http://www.tridenthyundai.com""  target=""_blank"">www.tridenthyundai.com</a>"
" Trident Honda, Mysore  ",Bangalore,Karnataka,560039, SMEs, (080) 67149000  67149001,"<a href=""http://www.tridentautohonda.com""  target=""_blank"">www.tridentautohonda.com</a>"
 Trident Automobiles Pvt Ltd  ,Bangalore,Karnataka,560043, Industry Top, (080) 67879191  9743786918,"<a href=""http://www.tridentchevrolet.com""  target=""_blank"">www.tridentchevrolet.com</a>"
 Trident Auto Enterprises Pvt Ltd  ,Bangalore,Karnataka,560078, SMEs, (080) 7353760555,"<a href=""http://www.tridentrenault.com""  target=""_blank"">www.tridentrenault.com</a>"
 Tricity Autos  ,Chandigarh,Chandigarh,140603, Industry Top, (0172) 6545555  9988882305,"<a href=""http://www.marutisuzuki.com""  target=""_blank"">www.marutisuzuki.com</a>"
 Tribhuvan Motor  ,Mangalore,Karnataka,575006, Industry Top, (0824) 2450411,Website Not Found
 Trelleborg Automotive India Pvt Ltd  ,Noida,UttarPradesh,201301, MNC, (0120) 4140315  4140300,"<a href=""http://www.trelleborg.com""  target=""_blank"">www.trelleborg.com</a>"
 Trehan Automotives Pvt Ltd (Hillview Honda)  ,Srinagar,Jammu&Kashmir,190001, Industry Top, (0194) 2469020,Website Not Found
 Transvahan Technologies India Pvt Ltd  ,Bangalore,Karnataka,560058, SMEs, (080) 41234599,"<a href=""http://transvahan.com""  target=""_blank"">transvahan.com</a>"
 Transtech Gears Pvt Ltd (TGPL)  ,Bangalore,Karnataka,560090, SMEs, (080) 65680712  23253938,"<a href=""http://www.transtechgears.com""  target=""_blank"">www.transtechgears.com</a>"
 TPS Motors Pvt Ltd  ,Hyderabad,Telangana,500003, Industry Top, (040) 27543701   67115727,"<a href=""http://www.automotiveml.com""  target=""_blank"">www.automotiveml.com</a>"
 Toyota Tsusho India Pvt Ltd  ,Bangalore,Karnataka,562109, MNC, (080) 40823100  27287162,"<a href=""http://www.toyota-tsusho.com""  target=""_blank"">www.toyota-tsusho.com</a>"
 Toyota Lakozy Auto Pvt Ltd  ,Mumbai,Maharashtra,400064, Industry Top, (022) 61927777,"<a href=""http://www.lakozytoyota.com""  target=""_blank"">www.lakozytoyota.com</a>"
 Toyota Kirloskar Motors Pvt Ltd ,Bangalore,Karnataka,562109, MNC, (080) 66553300  66293001,"<a href=""http://www.toyotabharat.com""  target=""_blank"">www.toyotabharat.com</a>"
 Toyota Kirloskar Auto Parts Pvt Ltd ,Bangalore,Karnataka,562109, India's 501-1000, (080) 27287141,"<a href=""http://www.tkap.com""  target=""_blank"">www.tkap.com</a>"
 Toyota Boshoku Automotive India Pvt Ltd  ,Bangalore,Karnataka,562109, MNC, (080) 67729000,"<a href=""http://www.toyota-boshoku.co.jp""  target=""_blank"">www.toyota-boshoku.co.jp</a>"
 Toughclutch  ,NaviMumbai,Maharashtra,410206, SMEs, (022) 08898009972,"<a href=""http://www.toughclutch.com""  target=""_blank"">www.toughclutch.com</a>"
 Torrent Bajaj  ,Ranchi,Jharkhand,834001, SMEs, (0651) 6000172  9234686900,Website Not Found
" Torque Automotives Pvt Ltd,Rajkot  ",Rajkot,Gujarat,360004, SMEs, (0281) 2782445  9825609888,"<a href=""http://www.torqueauto.in""  target=""_blank"">www.torqueauto.in</a>"
 Torque Automotives Pvt Ltd  ,Surat,Gujarat,395007, SMEs, (0261) 7567211611,"<a href=""http://www.torqueauto.in""  target=""_blank"">www.torqueauto.in</a>"
 Torque Automotive Pvt Ltd  ,Vadodara,Gujarat,380055, Industry Top, (0265) 2358171  2243711,"<a href=""http://www.torqueauto.in""  target=""_blank"">www.torqueauto.in</a>"
" Topsel Toyota, Siliguri  ",Siliguri,WestBengal,734010, Industry Top, (0353) 9733001905  2571107,"<a href=""http://www.topseltoyota.com""  target=""_blank"">www.topseltoyota.com</a>"
" Topsel Toyota, Coochbehar  ",Kolkata,WestBengal,736107, Industry Top, (033) 40506070,"<a href=""http://www.topseltoyota.com""  target=""_blank"">www.topseltoyota.com</a>"
 Topsel Pvt Ltd (Toyota)  ,Kolkata,WestBengal,700107, Industry Top, (033) 40506070,"<a href=""http://www.topseltoyota.com""  target=""_blank"">www.topseltoyota.com</a>"
 Toplink Motors Pvt Ltd  ,Ranchi,Jharkhand,835219, Industry Top, (0651) 6574040,"<a href=""http://www.toplinktoyota.com""  target=""_blank"">www.toplinktoyota.com</a>"
 Top Gear Transmission Pvt Ltd  ,Satara,Maharashtra,415001, SMEs, (02162) 240493 240642,"<a href=""http://www.topgeartransmission.com""  target=""_blank"">www.topgeartransmission.com</a>"
 Top Gear Motors  ,Thodupuzha,Kerala,685585, SMEs, (04862) 2221426,Website Not Found
 Toms Motors Pvt Ltd  ,Pathanamthitta,Kerala,689645, SMEs, (0469) 2272227  2272228,Website Not Found
 TM Motors  ,Bharatpur,Rajasthan,321001, Industry Top, (05644) 221416  224219,Website Not Found
 Titanium Autos  ,Ranchi,Jharkhand,835219, SMEs, (0651) 3294040,Website Not Found
 Titagarh Wagons Ltd  ,Kolkata,WestBengal,700107, Industry Top, (033) 40190800,"<a href=""http://www.titagarh.biz""  target=""_blank"">www.titagarh.biz</a>"
 Tirupur Suzuki  ,Tirupur,TamilNadu,641605, Industry Top, (0421) 9894982709,Website Not Found
 Tirupur S K Royal Motors Pvt Ltd  ,Tirupur,TamilNadu,641605, SMEs, (0421) 9894982709,Website Not Found
 Tirupur Bajaj  ,Bilaspur,Chattisgarh,495001, Industry Top, (07752) 400444  414183,Website Not Found
 Tirupati Services Pvt Ltd  ,Kanpur,UttarPradesh,208012, SMEs, (0512) 2240166,Website Not Found
" Tirupati Bajaj, Korba  ",Korba,Chattisgarh,495678, Industry Top, (07759) 247358  645285,Website Not Found
 Tirunelveli Suzuki  ,Tirunelveli,TamilNadu,627003, SMEs, (0462) 4000929,Website Not Found
 Tirumala Bajaj  ,Ongole,AndhraPradesh,523155, Industry Top, (08592) 283656  9652287777,Website Not Found
 Tipson Cycles Pvt Ltd  ,Ludhiana,Punjab,141010, SMEs, (0161) 2670399  2670400,Website Not Found
 Tiger Harley Davidson  ,Indore,MadhyaPradesh,452010, Industry Top, (0731) 7746044555  7692029555,Website Not Found
 TIDC India ,Chennai,TamilNadu,600053, Industry Top, (044) 42235569,"<a href=""http://www.tidcindia.in""  target=""_blank"">www.tidcindia.in</a>"
 TI Cycles of India (Murugappa Group) ,Chennai,TamilNadu,600053, India's 501-1000, (044) 42093434  42177770,"<a href=""http://www.tiindia.com""  target=""_blank"">www.tiindia.com</a>"
 Thirty Six Automobiles Pvt Ltd  ,Faridabad,Haryana,121003, Industry Top, (0129) 4293636,"<a href=""http://www.thirtysixtoyota.co.in""  target=""_blank"">www.thirtysixtoyota.co.in</a>"
 The True Sai Works  ,Salem,TamilNadu,636004, SMEs, (0427) 9994077227,"<a href=""http://www.thetruesai.com""  target=""_blank"">www.thetruesai.com</a>"
 The True Sai Motors  ,Salem,TamilNadu,636004, Industry Top, (0427) 9994077227,Website Not Found
 The Superbike Zone  ,Agra,UttarPradesh,282002, SMEs, (0562) 9897033396,Website Not Found
 The RP Motors  ,Pollachi,TamilNadu,642001, SMEs, (04259) 9842220601,Website Not Found
 The Riders Zone Pvt Ltd  ,Jaipur,Rajasthan,302004, SMEs, (0141) 9414075645 9413008890,Website Not Found
" The Mithra Agencies, Mehdipatnam (Maruti Suzuki)  ",Hyderabad,Telangana,500080, SMEs, (040) 23518600  23524466,"<a href=""http://www.mithraagencies.co.in""  target=""_blank"">www.mithraagencies.co.in</a>"
" The Mithra Agencies, Himayatnagar (Maruti Suzuki)  ",Hyderabad,Telangana,500029, Industry Top, (040) 27634444  27636478,"<a href=""http://www.mithraagencies.co.in""  target=""_blank"">www.mithraagencies.co.in</a>"
 The Mithra Agencies  ,Vijayawada,AndhraPradesh,520010, SMEs, (0866) 2472283  2484132,"<a href=""http://www.mithraagencies.co.in""  target=""_blank"">www.mithraagencies.co.in</a>"
 The Maxion Wheels ,Chakan,Maharashtra,410501, Industry Top, (02135) 305100,Website Not Found
 The Bakshi Group ( Central Park )  ,Gurgaon,Haryana,122002, Industry Top, (0124) 4107050,"<a href=""http://www.centralpark.in""  target=""_blank"">www.centralpark.in</a>"
 Tharaj Castings Pvt Ltd  ,Ludhiana,Punjab,141420, SMEs, (0161) 2512269  2512369,"<a href=""http://www.tharajcastings.com""  target=""_blank"">www.tharajcastings.com</a>"
 Thaparsons Motors  ,Butibori,Maharashtra,441108, Industry Top, (07103) 9823081336,Website Not Found
 Thakkar Automobiles  ,Khandwa,MadhyaPradesh,450001, SMEs, (0733) 2243915 2243916,Website Not Found
 Textek Electroniks Pvt Ltd  ,Coimbatore,TamilNadu,641004, SMEs, (0422) 9487809060,"<a href=""http://www.textekindia.com""  target=""_blank"">www.textekindia.com</a>"
 TEXSPIN Bearings Ltd  ,Ahmedabad,Gujarat,380051, Industry Top, (079) 26937601,"<a href=""http://www.texspin.com""  target=""_blank"">www.texspin.com</a>"
 Texmaco Rail & Engineering Ltd ,Kolkata,WestBengal,700056, Industry Top, (033) 25691500,"<a href=""http://www.texmaco.in""  target=""_blank"">www.texmaco.in</a>"
 Texmaco Ltd ,Kolkata,WestBengal,700056, Industry Top, (033) 25411631,"<a href=""http://www.texmaco.in""  target=""_blank"">www.texmaco.in</a>"
 Texmaco Infrastructure & Holdings Ltd  ,Kolkata,WestBengal,700056, Industry Top, (033) 25411631  25411202,"<a href=""http://www.texinfra.in""  target=""_blank"">www.texinfra.in</a>"
 Tewatia Associates  ,Faridabad,Haryana,121004, Industry Top, (0129) 4103000  9999751329,Website Not Found
 Tesscorn Systems India Pvt Ltd  ,Bangalore,Karnataka,560068, SMEs, (080) 25729425,"<a href=""http://www.tesscorn.com""  target=""_blank"">www.tesscorn.com</a>"
 Terminal Technologies India Pvt Ltd  ,Vasai,Maharashtra,401202, SMEs, (0250) 6453661,"<a href=""http://www.terminaltechnology.com""  target=""_blank"">www.terminaltechnology.com</a>"
 Tenneco Automotive India Pvt Ltd  ,Hosur,TamilNadu,635126, MNC, (04344) 305500  305585,"<a href=""http://www.tenneco.com""  target=""_blank"">www.tenneco.com</a>"
 Teni Autos Pvt. Ltd.  ,Sonepat,Haryana,131028, SMEs, (0130) 9810110899,"<a href=""http://www.teni-x.com""  target=""_blank"">www.teni-x.com</a>"
 Telmos Automobiles Pvt Ltd  ,Hisar,Haryana,125005, SMEs, (01662) 222081,"<a href=""http://www.telmosautomobiles.com""  target=""_blank"">www.telmosautomobiles.com</a>"
" Tejpal Motors Pvt Ltd, Thane  ",Mumbai,Maharashtra,400615, Industry Top, (022) 25974580,Website Not Found
" Tejpal Motors Pvt Ltd, Bhiwandi  ",Bhiwandi,Maharashtra,421311, Industry Top, (02522) 680000,Website Not Found
 Tejpal Motors Pvt Ltd(Regent Honda)  ,Bhiwandi,Maharashtra,421302, SMEs, (02522) 695555,"<a href=""http://www.regenthonda.co.in""  target=""_blank"">www.regenthonda.co.in</a>"
 Tejaswini Automobiles  ,Hyderabad,Telangana,500018, SMEs, (040) 23812020,Website Not Found
 Tejaswi Motors  ,Hyderabad,Telangana,500081, Industry Top, (040) 44229999,Website Not Found
 Tejas Motors  ,Mumbai,Maharashtra,400601, SMEs, (022) 25474072,"<a href=""http://www.tejasmotorsthane.com""  target=""_blank"">www.tejasmotorsthane.com</a>"
 Tectone Motors Pvt Ltd.  ,Vadodara,Gujarat,391740, SMEs, (0265) 9099101000,"<a href=""http://www.aspenhonda.com""  target=""_blank"">www.aspenhonda.com</a>"
 Tectone Motors Pvt Ltd  ,Vadodara,Gujarat,390020, SMEs, (0265) 2358172 9825600700,"<a href=""http://www.aspenhonda.com""  target=""_blank"">www.aspenhonda.com</a>"
 Technoy Motors Pvt Ltd  ,Udaipur,Rajasthan,313001, SMEs, (0294) 2485158  2485738,"<a href=""http://www.technoymotors.com""  target=""_blank"">www.technoymotors.com</a>"
 Technoclean Equipments Pvt Ltd.  ,Noida,UttarPradesh,201301, SMEs, (0120) 4268688  9990867100,"<a href=""http://www.technoclean.org""  target=""_blank"">www.technoclean.org</a>"
 Techno Automobiles Pvt Ltd  ,NewDelhi,Delhi,110045, Industry Top, (011) 9717690005,"<a href=""http://www.technoauto.in""  target=""_blank"">www.technoauto.in</a>"
 Techno Auto Components India Pvt Ltd (UM Group) ,Gurgaon,Haryana,122002, Industry Top, (0124) 4326555,"<a href=""http://www.tacipl.com""  target=""_blank"">www.tacipl.com</a>"
 Technico Industries Ltd  ,Gurgaon,Haryana,122005, Industry Top, (0124) 2841300,"<a href=""http://www.technicoindustries.com""  target=""_blank"">www.technicoindustries.com</a>"
 TechMech International Pvt Ltd  ,Meerut,UttarPradesh,250001, SMEs, (0121) 4014700,"<a href=""http://www.techmech.co.in""  target=""_blank"">www.techmech.co.in</a>"
 Tech Auto Pvt Ltd  ,Ludhiana,Punjab,141010, Industry Top, (0161) 4371111  4371112,"<a href=""http://www.techauto.net""  target=""_blank"">www.techauto.net</a>"
 TCS AutoWorld  ,Faridabad,Haryana,121001, SMEs, (0129) 4292929,"<a href=""http://www.tcsmaruti.com""  target=""_blank"">www.tcsmaruti.com</a>"
 Taylor Rubber Pvt Ltd  ,Chennai,TamilNadu,600044, SMEs, (044) 42429292  9840299240,"<a href=""http://www.taylorrubber.com""  target=""_blank"">www.taylorrubber.com</a>"
 Taurus Auto Dealers Pvt Ltd ( Planet Ford )  ,Pune,Maharashtra,411037, Industry Top, (020) 30414101,"<a href=""http://www.planetfordindia.com""  target=""_blank"">www.planetfordindia.com</a>"
 Tata Motors Ltd ,Mumbai,Maharashtra,400001, India's Top 500, (022) 66158400  66586000,"<a href=""http://www.tatamotors.com""  target=""_blank"">www.tatamotors.com</a>"
 Tata AutoComp Systems Ltd ,Pune,Maharashtra,411004, India's 501-1000, (020) 66085000  66085220,"<a href=""http://www.tacogroup.com""  target=""_blank"">www.tacogroup.com</a>"
 Tata Autocomp Hendrickson Suspensions Pvt Ltd  ,Khed,Maharashtra,410501, Industry Top, (02135) 670600  670670,"<a href=""http://www.tacogroup.com""  target=""_blank"">www.tacogroup.com</a>"
 Tasa Automotive Components  ,Gurgaon,Haryana,122050, SMEs, (0124) 4213908 4213910,Website Not Found
 Taranga Automobiles  ,Silchar,Assam,788006, Industry Top, (03842) 9435071106   9435070325,Website Not Found
 Tarang Kinetics Pvt Ltd  ,Roorkee,Uttaranchal,247667, SMEs, (01332) 264289,"<a href=""http://www.tarangkinetics.com""  target=""_blank"">www.tarangkinetics.com</a>"
 Taran Angad Traders Pvt Ltd  ,Gwalior,MadhyaPradesh,474009, Industry Top, (0751) 2337460 9826253131,Website Not Found
 Tara International  ,Kolkata,WestBengal,700087, SMEs, (033) 26220926  40001247,"<a href=""http://www.tarainternational.us""  target=""_blank"">www.tarainternational.us</a>"
 Tara Automobiles  ,Abohar,Punjab,152116, SMEs, (01634) 228314,Website Not Found
" Tapl Force, New Delhi  ",NewDelhi,Delhi,110015, SMEs, (011) 47869945  9811999840,Website Not Found
 Tapl Force  ,NewDelhi,Delhi,110015, SMEs, (011) 9811999840,Website Not Found
 TAPCO Pneumatics Pvt Ltd  ,Chennai,TamilNadu,600098, SMEs, (044) 26250598  26244369,"<a href=""http://tapco.co.in""  target=""_blank"">tapco.co.in</a>"
 Tapan Hyundai  ,Solan,HimachalPradesh,173211, SMEs, (01792) 9816300772   9816600674,"<a href=""http://tapan.hyundaimotor.in""  target=""_blank"">tapan.hyundaimotor.in</a>"
 Tanya Cars Pvt Ltd (Volkswagen)  ,Jaipur,Rajasthan,302018, SMEs, (0141) 4087000  4087006,"<a href=""http://www.volkswagen.co.in""  target=""_blank"">www.volkswagen.co.in</a>"
" Tanya Automobiles Pvt Ltd , Baghpat  ",Meerut,UttarPradesh,250001, SMEs, (0121) 2658000,"<a href=""http://www.tanyamaruti.com""  target=""_blank"">www.tanyamaruti.com</a>"
 Tanya Automobiles Pvt Ltd  ,Meerut,UttarPradesh,250001, Industry Top, (0121) 9837077022  9837377110,"<a href=""http://www.tanyamaruti.com""  target=""_blank"">www.tanyamaruti.com</a>"
 Tanushka Automobiles Pvt Ltd  ,Gwalior,MadhyaPradesh,474011, SMEs, (0751) 2231417 2231743,"<a href=""http://www.tanushkahero.heromotocorpdealers.com""  target=""_blank"">www.tanushkahero.heromotocorpdealers.com</a>"
 Tanishq Suzuki  ,Kolkata,WestBengal,700061, SMEs, (033) 8100924452,Website Not Found
" Tangible Superbikes, Surat  ",Surat,Gujarat,395023, SMEs, (0261) 6565080  7567333355,Website Not Found
